brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
ferrari,Ferrari,grey,08/2020,2020,269900,507.0,689.0,Automatic,Petrol,15.3,350 g/km,15200.0,GTC4Lusso
audi,Audi e-tron GT,red,04/2022,2022,105980,350.0,476.0,Automatic,Electric,0.0,452 km Reichweite,2540.0,Head-Up/Matrix/Nachtsicht/uvm.
bentley,Bentley Continental,red,01/2023,2023,309890,404.0,549.0,Automatic,Petrol,11.2,255 g/km,8900.0,GT S V8 * CARBON-STYLING * MULLINER *
audi,Audi e-tron GT,green,08/2022,2022,105890,350.0,476.0,Automatic,Electric,0.0,452 km Reichweite,15000.0,"e-tron GT q. Matrix Laser LED, Pano, ACC, Massag"
bmw,BMW iX,black,05/2023,2023,109860,385.0,523.0,Automatic,Electric,0.0,593 km Reichweite,2000.0,xDrive50 Suite Sportpaket AHK/360/ACC/LASER
audi,Audi RS7,red,03/2022,2022,129790,441.0,600.0,Automatic,Petrol,12.6,286 g/km,16750.0,RS7 Sportback +KERAMIK+MATRIX LED+B&O+280KM/H+VC
ferrari,Ferrari F12,red,06/2013,2013,198900,541.0,736.0,Automatic,Petrol,16.3,380 g/km,48400.0,Berlinetta - Carbonpaket - Keramikbremse
alfa-romeo,Alfa Romeo 8C,white,04/2011,2011,289890,331.0,450.0,Automatic,Petrol,5.1,119 g/km,3084.0,Spider 1 of 500 I Carbon I 1. Hand I 3084 km
maserati,Maserati GranCabrio,blue,10/2015,2015,119999,338.0,460.0,Automatic,Petrol,14.5,344 g/km,24318.0,*Sport* 1218
land-rover,Land Rover Range Rover,black,01/2023,2023,180880,221.0,300.0,Automatic,Diesel,8.3,119 g/km,1600.0,D300 HSE °° 2023 °° FULL °° READY
lamborghini,Lamborghini Huracan,grey,08/2022,2022,379888,470.0,639.0,Automatic,Petrol,13.9,331 g/km,3589.0,STO *Lift*Full Carbon Pack*
bmw,BMW X6,green,01/2022,2022,108690,250.0,340.0,Automatic,Diesel,6.1,159 g/km,10763.0,xDrive40dA M Sportpaket VOLL UPE 134.250 Eur
ferrari,Ferrari F8 Tributo,silver,07/2021,2021,299000,530.0,721.0,Automatic,Petrol,12.5,273 g/km,25088.0,Carbon/Lift/Racingsitze/Passenger-Dis
audi,Audi R8,white,07/2019,2019,159590,456.0,620.0,Automatic,Petrol,13.3,301 g/km,14299.0,Spyder V10 performance 5.2 FSI quattro S tronic
land-rover,Land Rover Range Rover Sport,grey,05/2023,2023,158880,294.0,400.0,Automatic,Hybrid,0.9,20 g/km,6000.0,P440e Dynamic SE
ferrari,Ferrari F430,red,04/2007,2007,122500,360.0,489.0,Automatic,Petrol,18.3,420 g/km,38200.0,F1 Unfallfrei - Ferrari Scheckheft
lamborghini,Lamborghini Aventador,white,01/2014,2014,223750,515.0,700.0,Automatic,Petrol,16.0,119 g/km,30202.0,Aventador LP 700-4 ROADSTER - 50TH ANNIVERSARY
ferrari,Ferrari,black,06/2023,2023,495000,735.0,999.0,Automatic,Hybrid,6.1,154 g/km,89.0,SF90   RACINGSITZE/LIFTING/KAMERA/ACC
bmw,BMW X7,grey,11/2022,2022,149990,390.0,530.0,Automatic,Petrol,5.1,8 g/km,6500.0,M60 i*NEW MODEL*GARANTIE*360*PANO*AHK*CURVED*
lamborghini,Lamborghini Gallardo,orange,07/2007,2007,120000,382.0,519.0,Automatic,Petrol,17.0,400 g/km,25000.0,"5.0 top Zustand, Service bei Lamborghi"
jaguar,Jaguar F-Type,grey,03/2022,2022,113480,423.0,575.0,Automatic,Petrol,11.2,256 g/km,3500.0,Cabriolet R AWD P575 Leder LED Navi Keyless Klimas
land-rover,Land Rover Defender,grey,03/2023,2023,129800,386.0,525.0,Automatic,Petrol,12.8,290 g/km,7000.0,"110 5.0 P525 V8*HEAD-UP*BLACK PACK*22"""
bmw,BMW M5,green,06/2021,2021,149900,467.0,635.0,Automatic,Petrol,5.1,119 g/km,12800.0,CS
ferrari,Ferrari F8 Spider,red,07/2021,2021,349900,530.0,721.0,Automatic,Petrol,5.1,119 g/km,1500.0,Racingsitze/Lifting
ferrari,Ferrari 360,red,08/2003,2003,269360,313.0,426.0,Automatic,Petrol,19.1,440 g/km,57000.0,Challenge Stradale WIE NEU VOLLE HIST. 1 J G
bentley,Bentley Bentayga,blue,02/2022,2022,235000,330.0,449.0,Automatic,Petrol,3.4,77 g/km,9933.0,First Edition Hybrid*Mulliner*LWB*
ferrari,Ferrari F430,grey,09/2006,2006,119900,360.0,489.0,Automatic,Petrol,18.3,434 g/km,36100.0,Coupe FERRARI SINGEN
bentley,Bentley Continental GTC,blue,09/2019,2019,239000,467.0,635.0,Automatic,Petrol,5.1,119 g/km,20330.0,First Edition
dodge,Dodge RAM,white,12/2022,2022,139900,299.0,407.0,Automatic,Diesel,14.0,450 g/km,100.0,2500  Luxury Ad Blue Short Box Limited 4x4 Power D
ferrari,Ferrari Portofino,red,09/2022,2022,309980,456.0,620.0,Automatic,Petrol,10.7,245 g/km,467.0,ROMA TAILORMADE ISPIRAZIONI OF 250LM
bentley,Bentley Continental GTC,grey,04/2021,2021,249900,405.0,551.0,Automatic,Petrol,5.1,119 g/km,6000.0,V8 Mulliner
ferrari,Ferrari 488,yellow,04/2019,2019,259900,493.0,670.0,Automatic,Petrol,11.4,260 g/km,13300.0,Spider
land-rover,Land Rover Range Rover Velar,black,08/2019,2019,113440,405.0,551.0,Automatic,Petrol,11.8,270 g/km,48927.0,5.0 V8 SC SVAutobiography Dynamic | RANGE ROVER Be
bmw,BMW X6 M,grey,07/2022,2022,147950,460.0,625.0,Automatic,Petrol,13.1,299 g/km,7250.0,"Pano. Sky Lounge, Soft-Close, Bowers & Wilkins"
jeep,Jeep Renegade,black,09/2020,2020,214990,110.0,150.0,Automatic,Petrol,6.4,146 g/km,18393.0,1.3 t-GDI Limited FWD PANO/ACC/KAM/LED
land-rover,Land Rover Range Rover Velar,black,04/2023,2023,108900,184.0,250.0,Automatic,Petrol,7.8,177 g/km,35.0,2.0 R-DYNAMIC HSE 22'' SOFORT
ferrari,Ferrari 812,black,03/2022,2022,482941,585.0,795.0,Unknown,Petrol,5.1,119 g/km,3000.0,GTS**BRD**1.Hd**ufrei**Lift**Carbon**Amazing**
bentley,Bentley Continental GT,blue,09/2022,2022,252900,404.0,549.0,Automatic,Petrol,11.3,263 g/km,6500.0,New Continental GT V8
lamborghini,Lamborghini Huracan,grey,07/2018,2018,369890,470.0,639.0,Automatic,Petrol,13.7,314 g/km,2450.0,Performante//Neuwertig//Full Ad-Personam
lamborghini,Lamborghini Huracan,grey,02/2023,2023,389900,471.0,640.0,Automatic,Petrol,14.7,290 g/km,7400.0,"STO Grigio Titans Matt, Full Ext. Carbon"
ferrari,Ferrari 458,red,06/2012,2012,289999,419.0,570.0,Automatic,Petrol,5.1,119 g/km,13000.0,Spider *RACING-SEATS*HISTORIE*CARBON*13TKM*
ferrari,Ferrari Portofino,blue,05/2022,2022,249950,456.0,620.0,Automatic,Petrol,5.1,119 g/km,6000.0,M Full ADAS-Carbon ST.Wheel-360°Cam
lamborghini,Lamborghini Huracan,blue,05/2019,2019,274900,470.0,639.0,Automatic,Petrol,13.7,314 g/km,31300.0,Performante*Garantie*Voll*MwSt.*
lamborghini,Lamborghini Huracan,silver,07/2019,2019,259900,470.0,639.0,Automatic,Petrol,13.9,339 g/km,29646.0,EVO Grigio Artis LP 640
audi,Audi A8,black,10/2017,2017,159950,320.0,435.0,Automatic,Petrol,11.3,264 g/km,47875.0,4.0 V8 Security Werks Panzer Armored VR7/VR9
ferrari,Ferrari F430,black,03/2008,2008,148888,360.0,489.0,Automatic,Petrol,18.3,420 g/km,42000.0,Spider F1/ CARBON/ KERAMIK
bentley,Bentley Mulsanne,red,02/2018,2018,179900,395.0,537.0,Automatic,Petrol,15.0,342 g/km,38500.0,Speed
maserati,Maserati MC20,grey,10/2021,2021,229890,463.0,630.0,Automatic,Petrol,11.5,261 g/km,3000.0,NAVI+LED+KAMERA+CARBONPAKET+KERAMIK+SOUNDSY
lamborghini,Lamborghini Aventador,white,02/2017,2017,349900,552.0,751.0,Automatic,Petrol,16.0,119 g/km,85900.0,LP 750-4 Superveloce
lamborghini,Lamborghini Gallardo,white,12/2013,2013,176500,419.0,570.0,Automatic,Petrol,13.5,319 g/km,40800.0,LP570-4 E-GearSupertrofeo Stradale/Nr133
bentley,Bentley Continental GT,black,12/2018,2018,175000,467.0,635.0,Automatic,Petrol,12.1,278 g/km,90198.0,New Continental GT
land-rover,Land Rover Range Rover Sport,black,01/2023,2023,139999,258.0,351.0,Automatic,Diesel,8.0,119 g/km,3080.0,D350 First Edition    SOFORT
ferrari,Ferrari 458,red,11/2011,2011,129999,419.0,570.0,Automatic,Petrol,5.1,119 g/km,75000.0,Italia 458 Speciale Front Capristo .22 Zoll Novite
bentley,Bentley,red,10/2017,2017,171900,522.0,710.0,Automatic,Petrol,15.9,362 g/km,36500.0,Continental GTC Supersports mit Bentley Garantie
jaguar,Jaguar F-Type,black,01/2023,2023,131900,423.0,575.0,Automatic,Petrol,11.2,256 g/km,1001.0,"Cabriolet P575 AWD Aut. R 423 kW, 2-türig"
aston-martin,Aston Martin DBX,grey,05/2023,2023,279999,520.0,707.0,Automatic,Petrol,16.9,269 g/km,1999.0,707
maserati,Maserati GranCabrio,white,03/2020,2020,109000,338.0,460.0,Automatic,Petrol,5.1,119 g/km,16800.0,"4,7 Sport Facelift"
aston-martin,Aston Martin DB9,black,07/2017,2017,152900,402.0,547.0,Automatic,Petrol,14.3,333 g/km,15025.0,GT 6.0 Coupe
bentley,Bentley Continental,gold,05/2022,2022,303333,485.0,659.0,Automatic,Petrol,13.5,308 g/km,14900.0,New Continental GT Speed UNIKAT BY MULLINER / FULL
audi,Audi SQ8,white,11/2020,2020,103989,320.0,435.0,Automatic,Diesel,7.8,204 g/km,27078.0,4.0 TDI QU*PAN*B&O*HUD*MATRIX*STHZ*ASSIST
bentley,Bentley Bentayga,blue,01/2018,2018,109890,447.0,608.0,Automatic,Petrol,13.1,296 g/km,109900.0,W12 *Naim*Touring*City*Parking Heater*
aston-martin,Aston Martin DB11,black,07/2021,2021,179000,375.0,510.0,Automatic,Petrol,9.9,230 g/km,10000.0,Superleggera Coupé FLXBL LEASING o. MIETKAUF
land-rover,Land Rover Range Rover Sport,black,07/2021,2021,125990,423.0,575.0,Automatic,Petrol,5.1,290 g/km,25000.0,"""Autobiography Fifty"" limitiert Hybrid VOLL"
audi,Audi RS7,red,12/2019,2019,105870,529.0,719.0,Automatic,Petrol,11.6,265 g/km,65000.0,360°|Virtual|SpoSi|Sitzbel.|B&O|Sport-AGA
bentley,Bentley Continental GT,grey,06/2023,2023,299900,404.0,549.0,Automatic,Petrol,11.3,263 g/km,3600.0,V8  Azure // BENTLEY DÜSSELDORF
bmw,BMW M850,blue,05/2023,2023,111700,390.0,530.0,Automatic,Petrol,10.4,263 g/km,24.0,i Gran Coupe Tansanitblau. Leder Schwarz.
maserati,Maserati GranTurismo,black,12/2018,2018,133333,338.0,460.0,Automatic,Petrol,14.3,338 g/km,5225.0,Sport/MC-Edition *Sonderleasing*
lamborghini,Lamborghini Aventador,black,04/2022,2022,699780,574.0,780.0,Automatic,Petrol,16.0,370 g/km,1618.0,LP780-4 Ultimae NEUWAGEN
bentley,Bentley Continental GT,black,07/2018,2018,179500,467.0,635.0,Automatic,Petrol,12.2,278 g/km,70606.0,W12 *MULLINER*TOUR*MASSAGE*TV*VOL
bentley,Bentley Continental,black,11/2009,2009,115000,449.0,610.0,Automatic,Petrol,16.6,119 g/km,34200.0,GTC Speed
bmw,BMW X5 M,blue,08/2021,2021,124750,460.0,625.0,Automatic,Petrol,13.3,303 g/km,46900.0,Competition B&W MASSAGE LASER PANO SOFORT VERFÜGBA
aston-martin,Aston Martin V8,grey,05/2022,2022,159900,375.0,510.0,Automatic,Petrol,5.1,236 g/km,5500.0,4.0 /Satin Xenon Grey AM Memmingen
audi,Audi RS Q8,violet,02/2022,2022,166597,441.0,600.0,Automatic,Petrol,13.2,300 g/km,99.0,RSQ8 EUPE 191.170*4RL*305*Keramik*B&OADV*Standh*Si
land-rover,Land Rover Range Rover,black,03/2020,2020,100900,294.0,400.0,Automatic,Hybrid,3.2,75 g/km,56400.0,P400e Vogue VOLLAUSSTATTUNG HEAD-UP DVD 20
bmw,BMW M850,blue,05/2023,2023,158970,390.0,530.0,Automatic,Petrol,10.8,246 g/km,1000.0,i xDrive Gran Coupé B&W Surround Head-Up
lamborghini,Lamborghini Huracan,black,08/2019,2019,249990,471.0,640.0,Automatic,Petrol,13.7,119 g/km,59500.0,EVO LP-640 4WD(2019)Facelift*Carbon Skin
aston-martin,Aston Martin V8,blue,09/2022,2022,174900,375.0,510.0,Automatic,Petrol,10.5,245 g/km,2200.0,Vantage Roadster
bmw,BMW M4,red,01/2023,2023,114950,375.0,510.0,Automatic,Petrol,5.1,119 g/km,4016.0,Competition xDrive Coupé  50 Jahre Edition
ferrari,Ferrari 812,blue,05/2022,2022,599980,588.0,799.0,Automatic,Petrol,14.5,340 g/km,81.0,GTS Neuwagen ohne Zulassung
audi,Audi RS6,black,07/2020,2020,108980,441.0,600.0,Automatic,Petrol,12.3,281 g/km,85354.0,Avant 4.0 TFSI qu. Laser+Dynamik+360°+B&O+AGA+280k
ferrari,Ferrari 812,black,09/2020,2020,239990,588.0,799.0,Automatic,Petrol,16.4,340 g/km,2625.0,"3.9 T V8 DCT 22"""
bmw,BMW X5 M,green,08/2022,2022,165900,460.0,625.0,Automatic,Petrol,13.0,296 g/km,950.0,Competition Exclusive Edition Carbon VOLL!!
bentley,Bentley Continental,black,06/2014,2014,104890,460.0,625.0,Automatic,Petrol,14.5,338 g/km,49121.0,GT Speed Keyless TV Comfort
ferrari,Ferrari 488,red,02/2019,2019,254488,493.0,670.0,Automatic,Petrol,5.1,119 g/km,11644.0,*Ferrari-Dresden*Carbon*
lamborghini,Lamborghini Huracan,orange,08/2017,2017,299000,471.0,640.0,Automatic,Petrol,5.1,119 g/km,19000.0,Performante - Arancio Anthaeus
bmw,BMW i7,blue,11/2022,2022,139900,400.0,544.0,Automatic,Electric,19.3,0,5000.0,"xDrive60 nur in Verbindung m. Leasing, ab April ve"
lamborghini,Lamborghini Urus,grey,01/2019,2019,284900,478.0,650.0,Automatic,Petrol,12.3,290 g/km,15340.0,"Grigio Lynx, Full ADAS, Ambient Lighting"
bentley,Bentley Continental GT,black,04/2020,2020,259000,467.0,635.0,Automatic,Petrol,5.1,119 g/km,8700.0,*W12*
ferrari,Ferrari 612,blue,12/2007,2007,119000,397.0,540.0,Automatic,Petrol,20.7,475 g/km,17790.0,Scaglietti F1 *GTC Handling Paket*
ferrari,Ferrari Roma,grey,03/2022,2022,279900,456.0,620.0,Automatic,Petrol,15.0,234 g/km,12200.0,Matrix ADAS Package
bentley,Bentley Continental,grey,12/2016,2016,135900,388.0,528.0,Automatic,Petrol,11.1,258 g/km,38900.0,GTC V8 S FACELIFT / MULLINER / NAIM
bentley,Bentley Flying Spur,grey,10/2016,2016,129900,374.0,508.0,Automatic,Petrol,10.9,119 g/km,51326.0,4.0 V8 Mulliner Schuifdak Leer Navi Camera 508pk!
aston-martin,Aston Martin V8,silver,03/2020,2020,179900,375.0,510.0,Automatic,Petrol,11.6,263 g/km,9360.0,"DB11  Volante Magnetic Silver, Technology Pack"
bmw,BMW Z8,silver,03/2001,2001,249999,294.0,400.0,Manual,Petrol,5.1,119 g/km,28000.0,E46 M3 Lagerschalen NEU elektr Sitze SHZ H/K MFL
bmw,BMW 740,grey,01/2023,2023,135890,220.0,299.0,Automatic,Diesel,5.1,119 g/km,6750.0,"d xDrive/MPaket/Pano/Crystal LED/21""M/B&W"
bmw,BMW X5,black,06/2023,2023,129900,219.0,298.0,Automatic,Diesel,6.0,155 g/km,99.0,30d xDrive G05 LCI ///M Sportpaket *Facelift
bmw,BMW X6 M,black,05/2020,2020,115000,460.0,625.0,Unknown,Petrol,5.1,119 g/km,26500.0,Competation Fully  loaded
bmw,BMW M850,blue,04/2023,2023,112120,390.0,530.0,Automatic,Petrol,10.2,252 g/km,0.0,i GC JETZT ü 24.000€ Nachlass sichern
bentley,Bentley Continental,white,01/2023,2023,357850,485.0,659.0,Automatic,Petrol,13.8,314 g/km,30.0,Speed White Sand by Mulliner
land-rover,Land Rover Range Rover,grey,10/2022,2022,189995,257.0,349.0,Automatic,Diesel,8.3,209 g/km,1587.0,D350 Autobiography  / AHK
lamborghini,Lamborghini Urus,grey,01/2020,2020,279900,478.0,650.0,Automatic,Petrol,12.7,325 g/km,17812.0,4.0|Garantie neu|Service neu|Reifen neu
bentley,Bentley Continental,black,01/2022,2022,329890,485.0,659.0,Automatic,Petrol,13.5,308 g/km,18800.0,GT Speed * Carbon Styling Paket * B&O *
aston-martin,Aston Martin DBX,black,04/2021,2021,159900,405.0,551.0,Automatic,Petrol,7.0,269 g/km,7000.0,*22 Zoll*Elegance Pack*Black Pack*
bmw,BMW iX,black,06/2023,2023,140490,455.0,619.0,Automatic,Electric,0.0,0,100.0,M60
audi,Audi R8,blue,09/2016,2016,122980,397.0,540.0,Automatic,Petrol,5.1,119 g/km,23825.0,Spyder*CARBON*SPORTABGAS*NAPPA
maserati,Maserati GranCabrio,green,05/2019,2019,144990,338.0,460.0,Automatic,Petrol,5.1,119 g/km,24000.0,4.7 V8 MC Sport 1of2 Limited Edition
jaguar,Jaguar F-Type,grey,08/2022,2022,116890,423.0,575.0,Automatic,Petrol,11.0,252 g/km,10.0,Coupe P575 AWD Aut. R 423 kW
land-rover,Land Rover Defender,grey,03/2023,2023,134555,386.0,525.0,Automatic,Petrol,12.8,290 g/km,4135.0,90 V8 Carpathian Edition 5.0 P525 EU6d Pano Surrou
maserati,Maserati Levante,black,07/2021,2021,109988,390.0,530.0,Automatic,Petrol,13.3,314 g/km,10.0,3.8 V8 530 GTS FahrassistP Bowers PanoD
ferrari,Ferrari 458,black,06/2013,2013,229900,416.0,566.0,Automatic,Petrol,13.3,307 g/km,72798.0,Italia Spider*Lift*Cam*AFS*MIETKAUF
bentley,Bentley Continental,blue,07/2021,2021,325450,485.0,659.0,Automatic,Petrol,13.8,314 g/km,10650.0,GTC Speed * CARBON PAKET * NAIM * BLACKLINE *
ferrari,Ferrari 812,red,06/2019,2019,344900,588.0,799.0,Automatic,Petrol,5.1,340 g/km,8900.0,//Racing-Seats//LED//Carbon//ADAS//Warranty
maserati,Maserati Ghibli,blue,01/2023,2023,139890,427.0,581.0,Automatic,Petrol,12.3,279 g/km,29.0,Trofeo MY23 *Carbon Int.& Ext*FahrerPlus*
aston-martin,Aston Martin Rapide,black,01/2019,2019,179007,444.0,604.0,Automatic,Petrol,13.2,305 g/km,21200.0,AMR
bentley,Bentley Continental,black,07/2018,2018,229890,522.0,710.0,Automatic,Petrol,15.7,358 g/km,950.0,Supersports Nr. 10 von 24 * LIMITED *
maserati,Maserati GranTurismo,grey,03/2023,2023,249990,404.0,549.0,Automatic,Petrol,10.1,383 g/km,3577.0,Trofeo MY24 COUPE V6 550PS AWD
aston-martin,Aston Martin DB11,grey,03/2017,2017,155000,447.0,608.0,Automatic,Petrol,5.1,119 g/km,13000.0,5.2 V12 AMR*EDITION*B&O*R-CAM
bmw,BMW M4,black,09/2021,2021,155000,375.0,510.0,Automatic,Petrol,10.0,228 g/km,3471.0,Competition xDrive KITH 1 of 150 Carbon-Sitz
land-rover,Land Rover Defender,black,02/2023,2023,161900,386.0,525.0,Automatic,Petrol,12.9,290 g/km,42.0,110 V8 P525  Edition Meridian Panorama
bentley,Bentley,red,08/2017,2017,173900,522.0,710.0,Automatic,Petrol,15.7,358 g/km,54500.0,Continental  GT Supersports 1 of 710
ferrari,Ferrari GTC4 Lusso,blue,09/2016,2016,219900,507.0,689.0,Automatic,Petrol,15.3,350 g/km,32900.0,6.3 V12 DCT**Ferrari-Dresden**
ferrari,Ferrari 488,red,03/2017,2017,249800,493.0,670.0,Automatic,Petrol,5.1,119 g/km,11450.0,Lift*PDC*Kamera*1.Hand*Carbon-Sitze*Top
ferrari,Ferrari 458,white,08/2013,2013,204900,419.0,570.0,Automatic,Petrol,13.3,307 g/km,37950.0,Spider
audi,Audi S8,silver,01/2022,2022,132980,420.0,571.0,Automatic,Petrol,11.6,264 g/km,3094.0,TFSI quat./tiptr. Panorama/Standh./Head-Up/B&
ferrari,Ferrari 812,black,03/2019,2019,344000,588.0,799.0,Automatic,Petrol,14.9,340 g/km,15500.0,Superfast *Alcantara*Lift*HiFi Premium*
bentley,Bentley Continental,grey,07/2016,2016,178990,472.0,642.0,Automatic,Petrol,14.9,119 g/km,19700.0,GTC SPEED BLACK EDITION LIMITED Sondermodell MwSt.
lamborghini,Lamborghini Aventador,grey,03/2020,2020,559950,566.0,770.0,Automatic,Petrol,17.9,486 g/km,7500.0,SVJ 1 of 900 Lamb. Garantie 03.2024
maserati,Maserati Levante,black,07/2021,2021,109988,390.0,530.0,Automatic,Petrol,13.3,314 g/km,10.0,3.8 V8 530 GTS FahrassistP Bowers PanoD
ferrari,Ferrari 612,grey,02/2008,2008,250000,397.0,540.0,Automatic,Petrol,20.7,475 g/km,42000.0,Sessanta *1 of 60*Ferrari-Dresden*
lamborghini,Lamborghini Aventador,grey,04/2018,2018,499000,544.0,740.0,Manual,Petrol,16.9,394 g/km,1909.0,S Roadster LP740
ferrari,Ferrari 488,red,06/2019,2019,299900,492.0,669.0,Automatic,Petrol,11.4,260 g/km,6700.0,*Lift*PDC*RFK*elektr. Sitze*Mwst
lamborghini,Lamborghini Murciélago,yellow,04/2005,2005,269900,426.0,579.0,Automatic,Petrol,21.5,119 g/km,16000.0,LP580-4 - Navi | 16000 Km
ferrari,Ferrari FF,grey,05/2012,2012,138980,485.0,659.0,Automatic,Petrol,5.1,119 g/km,66877.0,6.3i V12 4x4*REAR-ENTER*CERAMIC*DT-FZG*LIFT*
audi,Audi RS Q8,black,04/2023,2023,171850,441.0,600.0,Automatic,Petrol,12.1,276 g/km,2262.0,4.0 TFSI QUATTRO TOP VIEW PANO HEAD UP ACC
bentley,Bentley Continental,black,03/2023,2023,369890,484.0,658.0,Automatic,Petrol,11.7,266 g/km,1923.0,GTC W12 Mulliner
ferrari,Ferrari FF,red,11/2013,2013,162860,485.0,659.0,Automatic,Petrol,16.3,380 g/km,36956.0,Daytona Carbon Power Garantie Atelier Car V12
audi,Audi RS6,black,03/2023,2023,136850,441.0,600.0,Automatic,Petrol,11.5,287 g/km,6500.0,AVANT/RAUTE/360°/MATRIX/HEAD UP/B&O/ANHÄNGER
bmw,BMW M4,grey,06/2016,2016,175000,368.0,500.0,Automatic,Petrol,8.5,199 g/km,10447.0,GTS Coupé M Drivers P. Head-Up DAB LED USB
lamborghini,Lamborghini Huracan,green,04/2023,2023,369900,449.0,610.0,Automatic,Petrol,13.9,338 g/km,89.0,"EVO RWD Spyder Lift 20""Kamera Chrompaket"
audi,Audi Q5,blue,05/2022,2022,109890,210.0,286.0,Automatic,Diesel,8.5,223 g/km,16665.0,Sportback 50 TDI advanced quattro Tiptronic Matrix
bentley,Bentley Bentayga,black,01/2023,2023,258780,405.0,551.0,Automatic,Petrol,5.1,294 g/km,3900.0,V8 S *Diamond Quilting*MY23*
ferrari,Ferrari F8 Tributo,red,02/2021,2021,330000,530.0,721.0,Automatic,Petrol,21.0,279 g/km,2000.0,3.9 T V8 DCT
lamborghini,Lamborghini Urus,orange,05/2021,2021,319650,478.0,650.0,Automatic,Petrol,5.1,119 g/km,16600.0,"Pearl Capsule MY21 Akrapovice, B&O, Carbon"
audi,Audi Q2,grey,04/2022,2022,152790,110.0,150.0,Automatic,Petrol,5.1,119 g/km,12518.0,(GAG)
ferrari,Ferrari 488,grey,10/2015,2015,199800,492.0,669.0,Automatic,Petrol,11.4,260 g/km,23000.0,***Ferrari Frankfurt***
land-rover,Land Rover Range Rover Sport,grey,05/2023,2023,149880,324.0,441.0,Automatic,Hybrid,0.0,110 km Reichweite,7900.0,Dynamic HSE P440e *NO EXPORT*
bmw,BMW M3,black,03/2004,2004,299999,265.0,360.0,Automatic,Petrol,11.9,282 g/km,4950.0,i PDC AHK KLIMA SITZHZ---LESEN--DIV.OP.MÄNGEL
ferrari,Ferrari 488,red,05/2017,2017,241000,493.0,670.0,Semi-automatic,Petrol,11.4,260 g/km,14200.0,RacingSeats Carbon Paket NoviTec
ferrari,Ferrari GTC4 Lusso,blue,11/2016,2016,184900,507.0,689.0,Automatic,Petrol,5.1,119 g/km,89800.0,6.3 V12 Blu Pozzi Display Cioccolato
bmw,BMW M8,grey,01/2023,2023,164990,460.0,625.0,Automatic,Petrol,11.3,259 g/km,4590.0,Competition Carbon Frozen B&W Sitzlüft. 360°
lamborghini,Lamborghini Gallardo,grey,07/2008,2008,138000,390.0,530.0,Semi-automatic,Petrol,17.0,119 g/km,27600.0,Gallardo Superleggera LP 530
ferrari,Ferrari 458,black,07/2012,2012,229900,417.0,567.0,Automatic,Petrol,13.3,307 g/km,26000.0,Italia Spider*Lift*Carbon*AFS*MwSt*PGarantie
bentley,Bentley Mulsanne,blue,01/2015,2015,139800,395.0,537.0,Automatic,Petrol,16.9,421 g/km,109000.0,SPEED*RSE*TV*SUNROOF*PICNIC*NP.401.000¤ Speed
land-rover,Land Rover Defender,grey,04/2023,2023,136650,386.0,525.0,Automatic,Petrol,5.1,306 g/km,14690.0,110 V8 P525 CARPATHIAN EDITION +PANO+
lamborghini,Lamborghini Murciélago,silver,05/2002,2002,297000,471.0,640.0,Manual,Petrol,21.5,500 g/km,25834.0,Murcilago  JB-R Unikat
land-rover,Land Rover Defender,grey,02/2023,2023,109999,294.0,400.0,Automatic,Petrol,9.6,269 g/km,4900.0,P400 X 110 Standheizung 22'LM AHK BLACK
audi,Audi R8,white,10/2020,2020,127760,397.0,540.0,Automatic,Petrol,12.9,293 g/km,18723.0,5.2 FSI RWD RFK LED Navi Shz. Tempomat BT
ferrari,Ferrari Roma,grey,08/2021,2021,219900,456.0,620.0,Automatic,Petrol,5.1,119 g/km,20500.0,*Extra range
aston-martin,Aston Martin Vanquish,grey,08/2019,2019,770007,444.0,604.0,Automatic,Petrol,14.4,335 g/km,550.0,Zagato Shooting Brake Nr. 92/99
audi,Audi A8,silver,02/2023,2023,109980,210.0,286.0,Automatic,Diesel,7.6,198 g/km,7050.0,50 TDI quattro tiptronic 360° Matrix B&O ACC
land-rover,Land Rover Defender,green,01/2023,2023,115990,294.0,400.0,Automatic,Petrol,11.8,268 g/km,10.0,110 P400 X  7-Sitze Black Family
bmw,BMW X1,orange,06/2022,2022,105500,131.0,178.0,Automatic,Petrol,6.7,152 g/km,25375.0,sDrive20i Sport Line DAB LED Navi Komfortzg.
ferrari,Ferrari California,red,08/2010,2010,129999,338.0,460.0,Automatic,Petrol,5.1,119 g/km,37000.0,approved Ferrari Garantie 1 Jahr
ferrari,Ferrari F12,grey,02/2013,2013,239900,541.0,736.0,Automatic,Petrol,16.3,380 g/km,26700.0,Berlinetta-LED-Daytona-Seat-Novitec Auspuff
ferrari,Ferrari 458,red,07/2012,2012,285000,419.0,570.0,Automatic,Petrol,5.1,119 g/km,10200.0,Spider
bentley,Bentley Continental,black,06/2023,2023,395890,485.0,659.0,Automatic,Petrol,13.8,314 g/km,1923.0,GTC Speed *Keramik-Bremse*Blackline*Carbon
bmw,BMW X5,white,03/2023,2023,118900,250.0,340.0,Automatic,Diesel,6.5,170 g/km,3322.0,xDrive40d M Sport Laserlicht HUD Soft Close Panora
ferrari,Ferrari 458,red,07/2011,2011,183000,419.0,570.0,Automatic,Petrol,13.7,320 g/km,41600.0,Italia
